Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18250.04796,19778.33163,21310.63584,22774.02989,24115.14015,24711.05958,25096.09469,26608.32927,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559,62119.40193,59022.83555,66248.81277,69072.31048,
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.146936,1953.608861,2060.844886,2184.579062,2174.216229,2292.356782,2312.857701,2393.80816,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543,5851.742458,5309.790178,6148.664464,6743.330064,
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.162565,1110.200782,1099.682994,1104.380312,1097.50226,1145.264597,1193.655785,1251.311776,1274.471308,1298.247342,1331.380616,1379.941434,1406.806942,1451.367816,1530.450931,1621.01674,1720.249351,1813.386891,1898.615646,1926.11902,2012.17672,2083.307817,2076.075371,2160.582966,2299.56506,2346.736622,2433.23499,2508.648486,2598.168008,2681.290212,2645.6816,2791.129161,3045.953859,
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8048.538527,8801.071823,9532.351844,9886.987451,9939.949509,10669.34314,11652.07294,13022.44932,13697.42108,14694.69079,15455.12062,17639.00087,19577.91162,21032.91461,20272.7432,20088.04345,21139.96711,21509.89158,22182.46052,22409.26402,23391.10115,25318.97815,27267.32265,28980.44923,32123.99613,30447.15953,36954.43459,42171.1848,
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.485152,2249.845124,2136.678375,2029.164795,1790.656341,1971.954088,2052.650674,2105.350947,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3005.800422,2938.044757,3138.541125,3200.042183,3286.586198,3244.292031,3136.849494,3179.257956,3306.170824,
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8319.631484,8251.719236,8408.230556,8852.986888,9186.037562,9349.014271,9823.025201,10398.02957,10873.24609,11854.68589,13211.82695,14526.38605,15479.09524,16269.30306,17108.34646,18383.62593,19098.6226,20721.49529,20722.07167,21738.89608,23029.45385,23267.44987,24547.98682,25691.52209,26798.85619,27941.92622,29496.16845,31908.85221,35152.61383,35016.14475,38643.76206,43659.45077,
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.66046,3063.503188,3150.73915,3270.501142,3397.200043,3568.419785,3779.449999,3982.551331,4017.389157,4177.030461,4471.15879,4689.964952,4922.43328,5254.654386,5756.141044,6300.829884,7035.496895,7782.353075,8396.330223,8630.785161,9313.390669,10031.71955,10631.55099,11107.60945,11421.50509,11507.26192,11919.81644,12545.64943,13371.46235,14038.30444,13869.41815,15415.62029,17117.69301,
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633.870743,2726.256064,2798.445443,2892.969449,2991.826105,3133.656785,3308.913515,3474.946634,3504.956917,3633.64503,3872.87638,4052.875502,4243.150197,4513.000924,4924.618185,5370.656709,5962.033875,6558.599837,7043.505765,7229.245625,7763.755048,8320.168197,8780.570876,9161.491583,9425.496795,9494.273342,9809.220893,10282.11019,10918.40455,11422.08242,11250.8085,12421.11125,13727.71943,
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.485899,1396.217082,1423.292482,1435.615825,1444.18751,1492.100717,1552.048066,1599.979628,1633.472028,1671.67774,1738.491466,1809.174118,1882.970358,1970.061395,2109.621257,2261.49782,2420.328818,2574.78188,2695.767989,2783.148228,2914.476253,3034.621028,3132.111352,3285.327855,3462.475853,3546.617352,3646.378783,3754.334356,3938.136371,4083.187874,4018.232249,4285.409901,4683.895743,
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.418324,2067.655802,2129.48374,2122.463684,2135.126095,2175.416999,2254.578448,2276.871885,2305.206808,2334.168902,2413.577789,2505.068857,2639.401084,2764.704255,2985.844722,3201.37239,3415.528331,3614.051473,3740.394337,3881.466127,4032.706031,4193.347526,4325.563279,4510.519794,4717.193335,4800.840982,4832.992817,4912.504905,5139.922917,5272.69117,5165.308539,5570.305395,6087.55498,
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.98304,3330.325083,3566.031188,3823.257811,4130.580196,4489.873211,4850.37751,5083.757931,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233,12360.69174,12160.71676,13086.39242,14657.78234,
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.737946,1065.665952,1074.775362,1098.010874,1104.329065,1156.065179,1205.779062,1266.472001,1302.031987,1344.640503,1404.166006,1463.213642,1506.099739,1574.695016,1673.292737,1793.555218,1925.220907,2057.845165,2176.015619,2235.404491,2355.631363,2454.725412,2535.021961,2672.886936,2836.75921,2923.307018,3061.706503,3187.707069,3352.455053,3507.1719,3465.131245,3665.269681,4007.488788,
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.242059,1231.955439,1301.824124,1367.697536,1460.115434,1572.021447,1688.386407,1753.085925,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301,6897.770037,6517.761387,7367.994665,8400.382848,
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13733.74699,14389.20007,15105.74254,15801.00349,17000.17161,18931.54092,20473.94033,22632.09336,25092.33923,27041.34742,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.83766,43202.95569,45116.98841,46283.72897,47797.14967,51238.80033,69214.422,71410.36927,78168.96774,84918.33838,90940.63476,97066.70605,114120.5445,133822.7587,
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.106748,8511.718708,8783.611487,8802.69605,8804.049607,9081.989888,9707.284315,9866.725255,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51527,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,15044.36914,14681.68732,15240.77291,16557.04618,18261.84846,
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.847706,3530.27692,4486.521678,4535.144368,4570.228538,5001.941276,5977.816033,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798484,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226,9343.734411,9695.626465,10865.42008,
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23938.47287,24767.07328,26868.11113,28720.91147,29557.54033,29782.87311,31885.44927,32607.10695,32701.04718,35617.21245,37322.73798,39700.08015,41472.83334,43728.1152,41862.96336,39768.41995,40936.86904,42004.43841,44409.67446,45996.95846,49201.07311,53480.3781,55638.482,57197.7587,60523.79699,55631.16484,61481.36693,71840.12649,
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20491.73272,21538.29907,22169.02615,22819.23836,23319.96677,25693.17112,25743.21341,26044.74349,24657.92633,26057.11904,25625.03904,26327.40066,28169.59223,27994.90107,27908.50205,29294.21917,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,41513.45151,41204.47771,46126.64231,52133.60932,
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18624.9518,19537.50219,20135.76514,20424.76861,21305.30135,22379.64206,23050.91448,23871.41571,25020.90888,25602.38947,27075.85055,28042.01265,28736.57711,29198.53941,29555.55647,30130.64446,32453.3865,34148.964,35523.27131,34601.91003,35152.39464,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,46470.03733,44202.23558,49912.83903,55442.07843,
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.160377,5176.996263,5348.169457,5930.864672,6079.211955,6288.772323,6337.231418,6317.966997,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.10864,9095.919824,9533.834148,9984.577117,10405.03397,10678.84167,9721.970142,10598.92702,11938.90097,
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.037726,4479.531892,4967.408994,5041.029811,5148.940007,5357.436777,5387.537911,5512.266673,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305,9939.036937,9748.100465,10350.48798,11209.89768,
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19912.51406,21227.67392,21825.796,22168.56503,22823.44528,23859.06345,25000.53466,25620.07252,25509.89822,25735.97744,27287.26755,27942.34441,28623.58944,29392.24499,30830.66579,32169.85632,33634.62117,35015.98134,35273.79538,33547.27615,35335.36181,36214.43337,37605.96416,39402.0146,39555.4028,40898.8216,40596.96943,41444.21614,42141.94986,42678.15487,42381.40597,44291.98393,46850.08439,
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.674223,7553.627384,7321.9169,6830.161598,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151,26782.10018,28811.87883,30820.08578,
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.987304,1735.54908,1708.237557,1704.030501,1735.530459,1798.747623,1856.701691,1847.609122,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095,4749.276967,5236.612163,5765.819497,
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.528925,2381.392659,2074.544389,1794.888824,1465.531849,1401.051231,1505.332932,1658.752561,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.555894,5481.38014,5059.001385,5418.074951,5988.60618,
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.755626,704.571879,770.0840719,810.8944958,839.243575,870.339453,975.5210426,1077.41477,1170.276239,1244.16096,1352.309266,1505.284011,1727.637369,1938.931468,2156.770173,2306.693651,2288.718256,2418.836055,2605.489544,2867.537377,3051.001466,3198.673549,3411.577267,3708.369109,3972.724164,4319.01589,4653.630366,4515.709506,4805.080743,5355.171908,
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.833907,1224.427427,1242.412746,1263.587075,1293.668005,1301.067549,1325.370067,1346.698493,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068,2003.323401,2215.729789,2365.509923,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8937.572394,9088.54968,9607.660286,10365.76048,11001.36302,11683.96551,12433.2349,13337.70813,13247.98914,13683.19381,15183.0774,16154.19613,16530.41955,16135.38047,17175.53803,19377.89555,20539.63271,21157.7732,23902.37003,23178.76256,23409.71618,24191.56901,23159.65436,24317.38062,26463.25973,26570.79361,27932.00137,29317.59347,30654.11171,32500.97176,28172.68158,29198.02944,33981.8396,
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.33249,9474.64335,10184.85527,11030.71222,12187.25554,13502.58329,14694.09713,15721.7066,14974.659,16807.12881,18538.83538,19724.42683,21396.83747,22095.87122,23773.82722,25186.86868,26884.26597,29064.91907,29946.07696,29508.38322,31736.62851,32546.75453,33557.12746,34244.31301,35324.49791,37902.39983,39575.45368,40957.4167,43044.29161,43865.04314,45142.76111,48594.58113,51666.37504,
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36475.01922,49032.71845,54719.50599,58081.50834,57822.70257,58284.82061,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,81564.6333,75486.71538,68766.26849,46346.70359,43678.51632,50007.29954,50119.62476,49321.47237,46382.89974,50295.28254,58349.21141,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179.69736,6463.80969,6648.626053,6835.752013,7228.851542,7313.965103,7596.185638,7997.605048,8174.019581,8199.447967,8571.012319,8665.965895,8750.056446,9030.215415,9634.477505,10213.59743,11022.69761,11780.72966,12416.86179,12212.8153,13039.08201,13899.5876,14173.42636,14628.52657,14926.84305,14692.42303,14901.04366,15488.00341,15921.47079,16191.37154,15250.57045,16854.64891,18808.4262,
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.338259,1060.287519,1113.652827,1175.451058,1265.379442,1349.221494,1435.188177,1527.965343,1576.958876,1686.09558,1793.783279,1908.464249,2021.288797,2154.35086,2320.560669,2526.295551,2784.178246,3028.391352,3276.725191,3491.586041,3778.153906,4106.342233,4793.832899,5241.846002,5828.375007,6126.440613,6798.360308,7211.259089,7727.752551,8172.577923,8198.836473,8658.809039,9387.374412,
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.289142,4529.528951,5280.99245,5873.100431,6369.050518,6796.963156,7560.120503,7632.920541,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,15840.89578,15584.62399,14985.5237,15379.59978,16588.08663,17808.07689,18368.79812,17913.88484,14563.77053,14330.51563,,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.243155,997.6095409,1024.164077,723.7371555,753.5311008,782.1647036,823.4873833,881.1619143,923.7983727,948.6200975,989.4691765,1050.725084,1149.993616,1331.334534,1367.668463,1272.596565,1393.543985,1533.411238,1558.316835,1517.372933,1461.341447,1570.47438,,
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,29393.27694,24136.07055,20809.59303,22163.1408,21871.7681,24212.91093,26352.83312,23491.20006,16495.99022,22371.38078,23382.73241,
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6733.155008,6891.741409,7497.555574,7607.036342,7790.604276,7998.089919,8294.311088,8298.735031,8840.040305,9122.545528,9260.97146,9084.575634,9195.585891,9702.130324,10609.03588,10821.24957,11769.09937,12214.73411,12983.14766,12613.5252,12713.80972,13444.3468,13288.76975,13725.18512,13989.28192,13815.4998,14584.52694,15247.46303,15998.35503,16116.5083,12303.7969,14395.67763,17835.69754,
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6277.987464,6603.008801,6833.110585,7029.535382,7395.285282,7524.704051,7807.843151,8234.895933,8416.855554,8417.709514,8798.848876,8931.589432,8968.907666,9207.879872,9900.383808,10530.65868,11436.42408,12242.73005,12862.95547,12631.09331,13424.69273,14316.41422,14629.65822,15105.74664,15420.55653,15209.45892,15451.24251,16075.07379,16560.2383,16877.17242,15925.86689,17655.43872,19704.37125,
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.821768,976.6738161,985.409066,988.1198652,993.5362049,1046.883312,1098.653291,1152.089037,1183.141442,1222.045401,1275.940925,1342.592925,1394.429767,1460.701192,1558.600931,1686.644299,1818.071947,1959.861714,2079.114662,2135.0374,2242.697367,2319.779407,2377.448388,2499.111062,2653.224391,2708.660941,2829.634582,2946.090154,3091.765389,3236.758406,3202.585649,3356.69133,3687.825855,
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.9281388,788.572657,782.0701865,788.7676566,792.4865044,827.1885448,864.0911588,916.0677018,933.5152442,953.0620476,982.337356,1031.899807,1058.150088,1099.924128,1164.150879,1244.475556,1322.694912,1403.596304,1469.100513,1491.37799,1570.697512,1578.010603,1493.482156,1561.232296,1691.097577,1755.04652,1851.240787,1894.375536,1957.326424,2021.629474,2005.117314,2078.169645,2255.912834,
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402.109356,2565.883082,2707.515492,2929.505901,3126.964963,3337.400115,3499.744707,3762.135642,3959.264322,4163.142899,4487.442413,4483.270409,4686.491566,5012.386524,5375.052599,5834.70903,6411.820695,6959.844283,7438.70424,7676.830282,8316.305196,9140.504317,10319.39616,10952.89285,11452.47372,11998.20251,12921.05497,13544.51899,14083.68639,14217.46866,13664.22665,14621.51634,14410.18802,
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.333725,2028.254611,2078.614504,2094.137538,2124.065362,2211.080945,2330.241192,2400.385506,2481.025738,2595.435245,2721.657584,2848.480355,2978.463027,3183.262503,3432.380956,3698.416596,4001.897317,4327.555811,4504.279679,4666.610417,4954.639214,5202.558972,5468.414768,5658.661586,5809.814112,5912.126073,6181.231562,6475.185461,6865.832707,7143.005575,6907.449465,7575.392673,8430.469072,
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.577656,2624.472457,2691.500305,2781.91418,2876.72531,3009.604259,3179.485098,3338.474108,3364.053114,3495.371965,3729.935284,3904.155607,4094.158353,4366.917617,4759.83531,5197.400171,5764.341722,6339.555051,6807.414461,6998.572273,7526.080425,8065.176176,8517.248828,8894.605057,9150.582341,9208.679558,9507.865916,9959.0478,10574.83147,11046.15172,10875.20772,12001.323,13255.22018,
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.5308456,835.6979568,899.9376394,939.9627018,1004.043572,1046.001852,1112.678587,1163.383701,1186.711202,1203.946539,1276.131851,1350.787209,1383.1108,1478.051998,1549.35851,1659.985733,1784.172668,1902.694888,2034.450882,2007.576085,2124.410221,2252.036207,2264.28358,2506.947115,2734.859861,2990.867293,2918.240216,2571.074027,2561.565797,2538.569643,2349.897609,2470.979775,2646.175924,
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881.635913,2976.547894,3037.070031,3215.49948,3403.136669,3636.047093,3858.122432,4091.81317,4203.305366,4413.000741,4796.595906,5121.206662,5496.923085,5975.561567,6595.897793,7304.919651,8316.154922,9350.892586,10290.28535,10675.0729,11609.63545,12682.27366,13521.31433,14237.72387,14722.01535,14749.49406,15205.31393,16041.61756,17287.65364,18364.29198,18556.64715,20714.32945,22834.10126,
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926.476008,6383.334553,7068.236464,7762.505058,7820.701013,8446.927678,9438.823339,10480.6961,12068.39106,13030.8325,14510.59678,16483.85036,19098.86534,20721.13933,18116.22853,20093.34539,22884.87559,24703.7404,26721.70022,28184.2813,28834.55702,30925.24138,33761.9475,36376.52788,40577.80374,41168.21498,46410.06764,50968.93939,
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29929.05216,33168.42879,34085.82383,35874.70476,37526.26191,38319.76301,39707.46153,42477.73983,44267.17686,49844.67696,55124.29225,56141.77517,58575.67927,60199.8508,64694.43342,68787.85475,78878.02752,85129.18882,90970.7212,86873.25624,90346.06883,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116498.5121,121403.8237,122114.1016,137947.3439,146457.0205,
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5513.884142,5806.898148,6486.270763,7068.155036,7405.827073,8040.509048,9047.208639,10081.19186,11061.61538,12279.01532,13913.85175,15859.31539,18240.67124,19573.25741,17023.29759,17703.9136,19248.45801,21290.50165,22639.15903,23815.6086,24972.83628,26721.8365,28673.62257,30877.04193,33294.50779,33733.06513,36777.89285,41624.65676,
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26719.80643,27673.19712,31208.5045,32868.70429,34272.16553,35427.52169,35244.76271,35109.59892,33309.33293,32459.58057,34584.17859,35786.05135,38654.18102,42781.18966,54107.9225,58695.53874,66798.00847,76482.42554,78504.58031,77954.2318,96181.94576,116537.5378,129705.1215,149421.5927,149325.1718,113813.739,112351.2772,122838.3828,131302.8263,127747.2191,57992.21334,73734.08161,61230.96247,
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.775635,3002.130859,2957.022705,2957.149658,3289.469971,3128.861572,3526.248535,3478.62915,3717.62793,3780.349854,3912.095703,4251.728027,4420.754883,4726.597656,5010.852051,5261.407715,5768.400391,6047.793457,6429.329102,6625.4375,6847.389648,7275.17041,7280.837891,7483.098145,7149.036133,7669.945313,7693.057129,7921.619141,8266.143555,8566.116211,7969.436035,8900.478516,9547.664063,
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
