Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.180376,1943.942149,1870.869795,1712.721313,1731.904671,1769.433732,1827.475086,1892.156976,1951.600648,2014.298885,2083.234248,2164.670413,2236.100696,2339.840649,2502.379084,2567.223587,2673.563213,2786.085597,2838.695078,2848.329956,2882.7507,2957.163456,3022.358011,3194.162032,3369.32489,3437.789826,3559.13512,3691.094724,3822.232765,3915.827499,3870.829433,4071.05347,4398.048919,
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.096959,776.8816999,690.051405,591.9798276,554.0108303,546.246191,540.1624426,510.4731031,495.9580972,467.8942276,432.6993394,420.2721766,426.1746285,445.5148537,473.9589299,502.8971999,528.8716998,558.9001538,586.0287494,587.5528154,616.5323991,650.4366032,650.9215896,731.9328213,824.4124376,877.6808352,932.4051652,1023.539833,1073.446906,1104.843368,1102.553517,1184.720486,1337.834149,
"Congo, Rep.",COG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429.411702,3530.7864,3605.204166,3551.369266,3331.574917,3442.723743,3559.743487,3525.355378,3620.050855,3482.032021,3687.232246,3769.265332,3910.797434,3910.654111,4016.429446,4305.869938,4616.63511,4267.756861,4473.227068,4827.907091,5152.51779,5204.000834,6062.822776,5810.922383,5683.80646,4652.662306,3944.496751,4345.519123,4244.596318,4267.621523,3958.924242,4083.093436,4335.055001,
Colombia,COL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.670494,5252.637023,5479.891585,5796.490513,6143.693277,6475.079252,6607.499178,6829.085078,6825.870768,6520.964545,6753.464794,6911.727494,7085.62081,7398.183502,7888.450084,8412.996829,9135.678975,9891.37577,10291.19999,10357.33409,10830.19512,11694.72661,12095.6485,12798.66319,13390.03195,13378.67515,13971.33534,14334.91058,15161.31273,16091.50445,15416.32528,17586.52504,20951.54073,
Comoros,COM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.473758,1442.888581,1563.789745,1612.221572,1526.289549,1580.235729,1554.552374,1610.090098,1614.172886,1635.195121,1818.022052,1864.204665,1898.09721,1937.861957,1989.610063,2069.178634,2146.123234,2177.670839,2261.348023,2301.971286,2367.778629,2464.354227,2655.734875,2795.243466,2887.065504,2884.774852,3053.302585,3240.17917,3374.041663,3430.21084,3402.871222,3562.544479,3833.738563,
Cabo Verde,CPV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.486667,1102.791479,1221.066183,1324.864016,1572.95184,1790.796473,1984.07798,2192.456172,2440.482102,2694.994132,3090.472389,3177.186895,3343.94051,3501.599578,3909.361813,4256.044521,4680.124627,5471.650916,5903.59523,5791.926305,5905.339326,6189.695734,6048.414068,6019.803303,5989.40483,6242.705232,6689.804951,7130.854152,7490.141372,8071.889116,6413.572927,7014.402518,8715.995684,
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962.082606,5114.676673,5570.652997,5957.793195,6207.287407,6446.063024,6501.022528,6820.10241,7231.77471,7486.053005,7796.430885,8099.712401,8363.810726,8756.921955,9248.126628,9772.464328,10658.27763,11680.5728,12297.21336,12103.38185,12740.34097,13410.35454,14174.6021,14851.13544,15905.14794,16925.17941,18898.07616,20168.21942,21144.41203,22949.52583,21716.87276,23700.29426,26181.13829,
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6154.109535,6458.887231,6762.722551,7091.127545,7384.706487,7685.170623,8027.177598,8353.521513,8612.371826,9023.928742,9501.824209,9865.323402,10335.13162,11141.84162,11855.76943,12589.41483,13838.63726,14639.02546,15051.73946,14544.18442,14846.42472,15234.81337,15551.04498,15750.73812,15997.1774,15750.78442,15538.98592,16221.3132,16730.71707,17095.24657,15880.12789,17452.67722,21260.86832,
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21888.34706,23054.70396,23478.24186,23520.55159,23788.37033,24078.37594,24587.77493,25369.98553,26091.9481,25950.14223,25953.0971,26251.36282,25186.85943,24981.95694,24583.79325,24348.85133,24032.9325,24795.59348,24988.31385,24917.40166,21022.19409,23272.91361,27302.21764,
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75269.09914,77386.8151,76320.16593,69274.57126,66346.62801,66766.04233,65118.44547,64286.00551,64432.35057,65087.71734,66970.31359,69534.77191,72754.00984,75504.44857,71313.34035,76580.73722,84279.61998,
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339.19238,13537.27539,14749.60742,14842.13965,15724.84961,17084.57227,17313.50977,17777.36914,18758.62891,19662.64063,21291.23633,22868.72461,24013.01758,24281.04492,25945.46094,27763.1543,30015.3125,32888.99609,34830.34766,33883.77344,33417.75781,33313.47656,31834.50781,30375.125,30080.26953,31815.07031,35718.98047,38288.00781,40559.23438,44686.71875,42798.01953,48469.41406,53785.74609,
Czechia,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12716.13235,11647.17077,11840.14548,12115.69939,12729.83559,13850.14413,14684.59784,14821.91642,14977.62033,15396.31178,16237.54369,17626.25971,18252.57403,19539.15376,20932.67189,22095.39241,23923.55783,26288.34711,27974.49316,27760.68479,27877.14374,29001.35717,29254.72907,30818.11057,32502.47535,33899.28657,36097.71387,38824.87542,41143.8204,44859.79315,43922.52013,48418.12385,51695.18166,
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19449.76022,20981.20646,21706.35396,21859.63445,22781.30057,23548.83413,24070.11924,24568.14289,25344.88132,26291.21108,27202.47608,28376.90409,29178.63747,29909.80872,31334.73152,31794.09601,34160.10311,36295.71843,37802.38743,36814.75473,38945.92173,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054,58251.77308,57905.17955,61939.65159,66616.02225,
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730.366512,3897.114312,4144.97437,4263.133406,4451.683846,4699.70967,4970.334219,5025.842736,5412.674317,5893.238371,
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.264681,4582.514063,4784.069892,4999.20009,5105.574225,5370.387966,5641.331347,5871.252273,6174.20447,6305.334346,6633.073409,6797.378005,6697.380133,7244.348252,7650.995342,7931.104883,8548.310247,9332.598888,10187.88092,10132.52381,10328.07422,10521.08315,10245.14276,10470.26327,11184.64195,11327.08141,12159.62077,11511.60642,12134.16569,12921.12466,10830.32838,12027.04848,13540.22461,
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18231.31336,19060.99092,19811.28206,20215.57992,21674.9543,22680.97684,23733.06859,24923.79606,25813.87733,26653.8239,28661.76416,29446.01436,30640.34562,30822.09288,32939.63047,34150.15946,37334.1604,39015.05934,41278.32683,40330.22271,42995.61757,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,60787.46336,62529.25106,69878.93481,77953.67866,
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.649001,3747.893084,4177.943402,4501.803682,4627.191369,4900.299158,5194.223219,5656.024875,6006.414554,6353.716895,6697.521257,6913.0444,7231.224986,7172.966415,7451.835235,8298.495129,9219.267067,10042.90912,10430.09301,10458.85359,11317.47253,11760.64189,11781.88687,12348.42534,13321.76707,14564.94695,15911.15439,16524.53384,17904.45029,18941.71678,17707.68789,20553.09951,22841.0898,
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.07638,6955.544827,7075.760231,6934.260301,6872.209302,7144.5735,7441.30154,7525.305678,7878.206579,8130.387872,8510.359279,8840.674166,9354.221725,10088.08677,10653.34303,11478.02805,11861.16606,12392.50592,12714.16166,12768.99372,13141.12026,13543.59872,13347.3628,13104.7371,13058.12457,12071.81418,11685.45142,11809.48303,12007.77471,12120.40637,11452.22662,12170.19378,13226.78957,
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.09282,1598.079157,1776.164937,1979.8243,2199.392315,2428.58587,2656.7309,2848.805278,2870.384697,3047.241987,3311.309702,3571.283262,3869.198113,4244.208993,4698.314301,5258.165611,5935.771014,6758.461811,7396.639875,7936.1018,8736.133183,9579.183922,10370.96436,10956.75849,11462.35996,11783.12724,12304.09285,12977.85269,14049.02015,15029.81671,15261.88488,17013.84187,18830.13012,
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.170659,3128.175492,3263.683701,3345.73129,3448.311541,3573.565936,3767.985069,3922.329754,3887.239869,3965.406211,4167.373045,4265.102743,4342.063866,4588.338743,4940.773727,5317.306242,5757.299055,6178.705394,6464.386499,6552.450741,6958.608207,7373.575514,7745.346555,7971.018305,8192.259344,8295.839144,8604.567902,9029.886681,9477.236977,9778.022166,9389.385051,10340.52553,11689.68262,
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.579396,3499.675256,3724.744444,3965.849553,4251.072789,4567.178103,4888.355322,5141.399302,5136.046214,5371.038367,5775.55435,6079.336287,6451.622943,6875.433634,7459.472273,8116.433521,8909.945494,9844.471893,10466.8817,10847.75767,11776.80356,12665.64416,13493.94489,14187.07744,14699.45152,15114.3309,15616.48711,16337.9705,17439.98343,18418.86524,18631.30179,20531.19022,22542.99402,
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.500346,6907.060186,6361.213139,6127.306907,5522.169127,5521.315089,5589.897647,5839.714937,5342.470556,5523.64748,6197.47725,6544.803136,7016.660608,7754.2373,8659.328234,9750.321287,11651.98014,12971.21516,14824.07202,14293.45591,15302.05117,16894.38243,17915.15098,19329.38864,19693.94109,19251.72416,19659.0068,20859.53733,22282.46921,23125.52555,23038.78918,25405.31559,27910.1257,
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11855.50113,12141.08658,12176.7086,12261.17549,12461.47641,12931.46592,13377.51194,13951.26397,14236.27817,14788.19138,15929.42235,16736.54335,17540.35086,18206.76193,19331.31989,20360.75365,22542.02547,24165.87456,25812.35905,25080.61464,26142.25093,27707.14239,28478.24971,29761.55215,30499.854,30934.19358,32352.01944,34060.48653,35753.20282,38041.8527,37291.52593,41148.30779,45502.90385,
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723.54975,4980.164486,5092.723701,5211.918652,5444.825754,5578.990707,5674.71435,5915.586324,6070.300144,5763.768975,5857.496022,6123.75719,6362.496502,6549.196227,7151.696928,7633.4708,8075.332999,8330.833977,8877.780987,8835.386646,9104.364063,9861.503581,10304.889,11142.67836,11708.653,11071.29472,11068.85685,11679.43023,11887.49225,11873.28931,10937.10677,11772.52896,12826.36135,
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.370983,3714.139861,3877.524446,3991.881139,4145.005961,4332.385788,4533.0179,4760.722887,4974.88294,5238.501654,5581.587598,5788.831763,5895.005333,6075.145136,6362.904448,6721.253083,7260.118037,7830.489351,8385.944896,8663.002472,9033.344405,9178.853589,10506.9681,10623.73789,10306.91589,10890.24179,10593.7478,10995.00567,11636.49884,12280.60639,12661.1812,13440.61941,15095.99005,
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16840.72647,17796.51859,18381.39411,18611.32834,19415.50269,20255.24161,20893.43492,21735.54043,22775.37309,23644.19101,25115.6368,26305.67189,27343.7456,27797.95544,28892.16739,29887.83434,32342.27706,34236.43333,35526.60085,34606.5682,35569.3,37219.96156,37592.84699,38776.29152,39735.37908,40825.22158,43311.76111,45397.78813,47317.79964,50849.94252,49283.72407,54208.78137,59457.34087,
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4564147,1075.95321,1292.300088,1284.941145,1362.146126,1477.285285,1499.976262,1499.547568,1462.741022,1581.029662,1598.41844,1523.315025,1523.883998,1573.082096,1578.938333,1618.849107,1449.063525,1476.515248,1496.076779,1628.750509,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13676.307,14461.92199,14856.0076,14973.41869,15583.25876,16276.74274,16973.85234,17909.43739,19096.48298,19954.29022,21586.99381,22955.96666,24371.59885,25047.49625,26144.38316,27606.93405,30720.01351,32476.89131,33263.2724,32091.4271,31677.22239,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43739.63291,38967.33992,43620.60406,48685.49631,
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6475.401362,6889.298809,7977.916551,8450.519375,8412.066776,9422.497065,10317.30719,11663.2715,13133.28366,14536.75968,16634.89274,19345.20327,22200.23228,22802.34218,20477.25845,21615.74005,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36410.12209,39578.08172,40096.48018,45047.31504,48168.3971,
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.6514575,381.6612473,342.2883986,383.3347251,390.7279081,409.6915603,454.2462872,461.8837725,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1191.440622,1261.1133,1488.625755,1630.877462,1848.661116,1987.968754,2117.159362,2274.185566,2379.447888,2559.097324,2812.513134,
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14814.64032,15484.93784,15954.46071,16196.12671,16941.73426,17745.40715,18342.88081,19063.97832,19967.06206,20744.27224,22075.63506,23173.70402,24199.34718,24707.35658,25864.13336,26814.10236,29124.96468,31039.74982,32492.65061,31815.31587,32862.58695,34495.08617,34965.19205,36064.86593,37065.00513,38223.33725,40551.02628,42665.46375,44652.63448,48192.31109,47104.84014,51917.35124,57285.54689,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489.919425,2502.062334,2504.798915,2435.051302,2275.462586,2253.503505,2280.379862,2389.229528,2486.467613,2519.483691,2673.730002,2793.058625,2814.056517,2758.141696,3146.986182,3371.159503,3624.464465,3876.08237,4053.6663,4009.593073,4177.97743,4201.394093,4409.919395,4607.172231,4616.864578,4416.180266,4471.737581,4617.705088,4765.698984,4862.385199,4574.784626,4777.522387,4956.318264,
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18133.76999,17547.4077,17258.74644,17466.14884,18466.34394,19573.74793,20080.84016,21790.47737,23576.77959,24767.28067,26788.10901,27803.90849,28605.12232,29053.11016,31202.63267,32051.794,34454.88838,37846.92322,40083.69727,37971.16882,38949.7245,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,52569.80006,53668.81909,57848.61417,62823.03529,
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.423231,3918.451712,4241.26852,4421.140569,4736.211637,4947.385724,5251.34418,5172.210557,5237.394111,5712.093443,5679.520947,5861.59028,6081.483697,6202.114052,6641.237026,6832.567839,7107.580991,7176.09575,7339.13894,7246.212855,7518.393297,7854.566626,8393.260798,9036.768351,10738.26639,11755.08618,11999.67766,12822.0136,13631.17515,13803.13539,11575.86069,11453.41881,14632.21006,
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17697.57489,18325.90675,18948.70667,19192.34436,19989.61245,20763.09711,21350.06552,22237.73457,23356.75386,24304.40453,26090.1388,27493.70175,28518.82522,28168.76957,29056.00526,30494.21411,32464.84684,34126.12504,35092.69431,34674.99782,35894.99211,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,51240.0683,49494.29008,53834.7993,57594.03402,
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.568199,1883.794808,1955.920325,2101.219238,2079.430495,2241.393972,2200.68202,2096.36409,2175.046104,2233.347279,2390.704776,2492.222614,2543.909693,2639.305783,2635.329051,2785.915483,2886.173391,2930.173965,2936.645552,3010.930208,3124.070887,3281.543351,3270.064339,3193.75913,3166.362211,3332.464763,3381.858244,3522.349367,3598.403014,3691.015088,3612.111836,3664.48684,3854.877001,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11959.5115,12769.40302,12321.91903,12767.9002,13175.70282,13764.21392,14162.83545,14856.69567,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14597.14731,15092.0306,14682.06377,15252.56126,16464.97432,
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17054.44482,17382.84996,17802.10801,18633.08277,19712.67741,20581.04201,21938.44502,23065.19052,23687.69175,24493.50137,26529.85217,27915.53044,29089.05368,30317.52431,32055.47176,32726.13319,34734.81602,35523.31159,36744.79136,35023.33231,36487.67185,37224.37876,38343.0869,39954.21915,41278.12751,42496.85429,44082.11647,46048.20005,47090.4849,49911.15665,48005.87961,52841.63459,57460.50575,
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.624172,4639.16997,2594.264909,1863.24541,1731.570403,1883.300463,2211.399454,2567.199691,2743.754227,2921.752209,3102.626251,3376.961757,3649.925686,4161.57306,4548.985213,5174.30883,5869.687432,6822.111181,7142.783064,6987.936514,7567.664126,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929,15624.97002,14748.63211,17088.88105,20172.07646,
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.150843,1671.524688,1732.412519,1814.567732,1869.849594,1942.203292,2021.819786,2093.248333,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349,5572.669189,5558.356264,5981.617642,6473.089846,
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6576081,898.3118912,918.7750303,958.002874,987.0458796,1025.066156,1059.925867,1110.980434,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575,2653.082556,2749.983505,2913.509484,3188.075104,
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.265076,1462.137497,1486.162114,1512.005393,1498.485152,1498.328546,1514.674608,1569.740916,1595.494692,1671.837542,1752.253256,1841.950851,1759.005275,1863.056188,1989.54837,1945.583605,1935.12031,1985.716993,2084.664897,2169.269373,2254.050604,2049.349001,2033.281001,1960.584941,1874.262665,1913.415347,1918.697016,1927.039942,2060.974632,2171.664617,2157.035033,2291.404288,2496.495435,
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.329345,1078.530688,1083.573417,1096.266966,1120.663757,1164.991551,1296.795308,1378.508768,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.406983,1970.71281,1904.658634,2020.854866,2191.164859,
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1626947,579.9220665,770.2240064,843.6666062,968.5347191,1118.76954,1826.64663,4468.470039,5378.460744,6589.357146,7617.720584,12119.46637,14024.49044,15563.06278,21074.61661,24249.87047,25714.15635,29052.49128,33261.8694,32341.28341,28424.51936,29556.1131,32457.55078,30083.8921,29197.69173,20858.09644,17771.5628,19617.84471,18192.04991,16929.14277,15888.28461,16254.60193,17620.74097,
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13302.57256,14009.5912,14319.34139,14339.62539,14864.14664,15422.25825,16144.26705,17152.76267,18033.68463,18464.73208,19518.67431,20960.9888,22615.93561,23897.93127,25461.18594,25577.52411,28548.98683,29326.91966,30856.01184,30358.24444,27908.29592,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31611.21144,29088.20806,33018.25442,38922.47423,
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.364459,4781.223083,4787.041392,4751.24109,4887.004898,5052.343616,5332.909689,5659.012135,6356.121654,6850.156545,7306.115958,7285.341369,7632.349357,8479.681512,8589.637125,9967.958141,9799.746305,10610.43005,10843.31622,10121.74045,10120.42616,10330.08298,10348.99851,10995.56926,12039.11205,13036.56082,13810.38775,14870.03149,15772.04804,16046.90915,13913.53161,15104.46454,17082.89267,
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782,9040.834113,8859.01174,9850.904667,10821.75545,
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032.566676,3338.537346,3675.066958,4057.806792,4483.936337,4794.589605,5257.631852,5666.524317,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12671.69077,13364.23566,19462.96786,24193.56647,42089.90036,
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18117.74868,18897.03094,19604.00615,20197.04753,21167.92082,22102.45508,23077.807,24103.15933,24907.83587,25909.42885,27547.1687,28471.63656,29401.2961,30425.58926,32161.47311,33741.60568,35954.63944,37744.06625,38754.13276,37696.89723,39141.66377,40810.12967,41949.09626,43298.51656,44436.60252,45199.52704,46506.92107,48417.55284,50445.24562,52772.68699,51683.17696,56850.90404,62326.08087,
